SP;nom_sc;nom_fr;ID_TAXON;;
CERDUB;Cercomela dubia;Traquet sombre;15101;;
CERELA;Ceratogymna elata;Calao à casque jaune;11139;;
CERENS;Certhilauda albescens;Alouette du Karroo;16793;;
CERERY;Certhilauda erythrochlamys;Alouette à dos roux;16792;;
CERFER;Cercomacra ferdinandi;Grisin de Bananal;12589;;
CERFIS;Ceratogymna fistulator;Calao siffleur;11133;;
CERFUS;Cercomela fusca;Traquet bistré;15100;;
CERGAL;Cercotrichas galactotes;Agrobate roux;15000;;
CERHAR;Cercotrichas hartlaubi;Agrobate à dos brun;14997;;
CERHIM;Certhia himalayana;Grimpereau de l'Himalaya;15342;;
CERLIS;Ceratogymna albotibialis;Calao à cuisses blanches;11137;;
CERMAN;Cercomacra manu;Grisin du Manu;12594;;
CERMEC;Cercococcyx mechowi;Coucou de Mechow;9753;;
CERMUS;Certhiaxis mustelina;Synallaxe belette;12812;;
CERNIP;Certhia nipalensis;Grimpereau du Népal;15343;;
CERNOV;Cereopsis novaehollandiae;Céréopse cendré;7169;;
CERNUS;Cercococcyx montanus;Coucou montagnard;9755;;
CEROXY;Cercibis oxycerca;Ibis à queue pointue;7024;;
CERPAE;Cercotrichas paena;Agrobate du Kalahari;15001;;
CERPEC;Certhionyx pectoralis;Myzomèle à collier;13269;;
CERPOD;Cercotrichas podobe;Agrobate podobé;15003;;
CERQUA;Cercotrichas quadrivirgata;Agrobate à moustaches;14994;;
CERRIA;Cercomacra melanaria;Grisin du Mato Grosso;12593;;
CERRIS;Certhia familiaris;Grimpereau des bois;15339;;
CERRUD;Ceryle rudis;Martin-pêcheur pie;10984;;
CERRYS;Cercotrichas leucophrys;Agrobate à dos roux;14998;;
CERSCH;Cercomela schlegelii;Traquet du Karroo;15096;;
CERSCO;Cercomela scotocerca;Traquet à queue brune;15099;;
CERSER;Cercomacra serva;Grisin noir;12590;;
CERSIG;Cercotrichas signata;Agrobate brun;14996;;
CERSIN;Cercomela sinuata;Traquet aile-en-faux;15095;;
CERSOR;Cercomela sordida;Traquet afroalpin;15103;;
CERSUB;Ceratogymna subcylindricus;Calao à joues grises;11135;;
CERTRA;Cercomela tractrac;Traquet tractrac;15097;;
CERTYR;Cercomacra tyrannina;Grisin sombre;12587;;
CERURA;Cercomela melanura;Traquet à queue noire;15102;;
CERVAR;Certhionyx variegatus;Myzomèle varié;13271;;
CERYLA;Certhia brachydactyla;Grimpereau des jardins;15341;;
CETANN;Cettia annae;Bouscarle des Palau;15962;;
CETBRU;Cettia brunnifrons;Bouscarle à couronne brune;15972;;
CETCAN;Cettia canturians;Bouscarle mandchoue;15959;;
CETCAR;Cettia carolinae;Bouscarle des Tanimbar;15965;;
CETCET;Cettia cetti;Bouscarle de Cetti;15973;;
CETDIP;Cettia diphone;Bouscarle chanteuse;15960;;
CETFLA;Cettia flavolivacea;Bouscarle jaune et vert;15969;;
CETFOR;Cettia fortipes;Bouscarle de montagne;15966;;
CETMAJ;Cettia major;Grande Bouscarle;15968;;
CETPAL;Cettia pallidipes;Bouscarle à pattes claires;15958;;
CETPAR;Cettia parens;Bouscarle de San Cristobal;15963;;
CETROB;Cettia robustipes;Bouscarle à ventre jaunâtre;15970;;
CETRUF;Cettia ruficapilla;Bouscarle des Fidji;15964;;
CETSEE;Cettia seebohmi;Bouscarle de Luçon;15961;;
CETVUL;Cettia vulcania;Bouscarle d'Indonésie;15967;;
CEUAER;Ceuthmochares aereus;Malcoha à bec jaune;9797;;
CEYERI;Ceyx erithacus;Martin-pêcheur pourpré;10895;;
CEYFAL;Ceyx fallax;Martin-pêcheur multicolore;10898;;
CEYLEP;Ceyx lepidus;Martin-pêcheur gracieux;10894;;
CEYMEL;Ceyx melanurus;Martin-pêcheur flamboyant;10897;;
CEYRUF;Ceyx rufidorsa;Martin-pêcheur à dos roux;10896;;
CHAALE;Charadrius alexandrinus;Gravelot à collier interrompu;8582;;
CHAALT;Charadrius alticola;Pluvier du puna;8590;;
CHAAMA;Charmosyna amabilis;Lori à gorge rouge;9299;;
CHAAND;Chaetura andrei;Martinet d'André;10354;;
CHAANG;Chaetoptila angustipluma;Méliphage kioéa;13413;;
CHAANI;Chaetura chapmani;Martinet de Chapman;10352;;
CHAASI;Charadrius asiaticus;Pluvier asiatique;8594;;
CHAATA;Charmosyna rubronotata;Lori à front rouge;9296;;
CHAATR;Chalcopsitta atra;Lori noir;9244;;
CHAAUR;Chaetops aurantius;Chétopse doré;14552;;
CHABIC;Charadrius bicinctus;Pluvier à double collier;8589;;
CHABRA;Chaetura brachyura;Martinet polioure;10353;;
CHABUF;Chalybura buffonii;Colibri de Buffon;10608;;
CHACAM;Chamaeza campanisona;Tétéma flambé;13041;;
CHACAR;Chalcopsitta cardinalis;Lori cardinal;9247;;
CHACIN;Chaetura cinereiventris;Martinet à croupion gris;10348;;
CHACOL;Charadrius collaris;Pluvier d'Azara;8588;;
CHADIA;Charmosyna diadema;Lori à diadème;9298;;
CHADUB;Charadrius dubius;Petit Gravelot;8572;;
CHADUI;Chalcopsitta duivenbodei;Lori de Duyvenbode;9245;;
CHADUS;Charadrius pallidus;Pluvier élégant;8581;;
CHAEGR;Chaetura egregia;Martinet de Bolivie;10349;;
CHAEUC;Charitospiza eucosma;Charitospize charbonnier;18398;;
CHAFAL;Charadrius falklandicus;Pluvier des Falkland;8591;;
CHAFAS;Chamaea fasciata;Cama brune;16746;;
CHAFER;Chaunoproctus ferreorostris;Roselin des Bonin;17660;;
CHAFOR;Charadrius forbesi;Pluvier de Forbes;8579;;
CHAFRE;Chaetops frenatus;Chétopse bridé;14551;;
CHAGOU;Chamaepetes goudotii;Pénélope de Goudot;7806;;
CHAHAE;Charmosyna margarethae;Lori de Margaret;9300;;
CHAHER;Chalcostigma herrani;Métallure arc-en-ciel;10743;;
CHAHET;Chalcostigma heteropogon;Métallure à queue bronzée;10742;;
CHAHIA;Charadrius hiaticula;Pluvier grand-gravelot;8569;;
CHAHIA;Charadrius hiaticula;Grand Gravelot;8569;;
CHAICA;Chaetura martinica;Martinet chiquesol;10347;;
CHAIND;Chalcophaps indica;Colombine turvert;8988;;
CHAINDCHR;Chalcophaps indica chrysochlora;Colombine du Pacifique;18971;;
CHAJAV;Charadrius javanicus;Pluvier de Java;8587;;
CHAJOS;Charmosyna josefinae;Lori de Joséphine;9302;;
CHAJOU;Chaetocercus jourdanii;Colibri de Jourdan;10818;;
CHALES;Charadrius leschenaultii;Pluvier de Leschenault;8593;;
CHALEU;Chaimarrornis leucocephalus;Torrentaire à calotte blanche;15032;;
CHALIS;Charadrius rubricollis;Pluvier à camail;8598;;
CHAMEE;Charmosyna meeki;Lori de Meek;9292;;
CHAMEL;Charadrius melodus;Pluvier siffleur;8580;;
CHAMOD;Charadrius modestus;Pluvier d'Urville;8597;;
CHAMOL;Chamaeza mollissima;Tétéma barré;13045;;
CHAMOR;Eudromias morinellus;Pluvier guignard;8603;;
CHAMUL;Charmosyna multistriata;Lori strié;9294;;
CHANAE;Charmosyna wilhelminae;Lori de Wilhelmina;9295;;
CHANIA;Charadrius wilsonia;Pluvier de Wilson;8573;;
CHANOB;Chamaeza nobilis;Tétéma strié;13042;;
CHANOV;Charadrius novaeseelandiae;Pluvier de Nouvelle-Zélande;8599;;
CHAOBS;Charadrius obscurus;Pluvier roux;8568;;
CHAOLI;Chalcostigma olivaceum;Métallure olivâtre;10740;;
CHAPEC;Charadrius pecuarius;Pluvier pâtre;8577;;
CHAPEL;Chaetura pelagica;Martinet ramoneur;10350;;
CHAPER;Charadrius peronii;Pluvier de Péron;8586;;
CHAPOU;Charmosyna papou;Lori papou;9303;;
CHAPUL;Charmosyna pulchella;Lori féérique;9301;;
CHARIA;Chauna chavaria;Kamichi chavaria;7114;;
CHARIS;Charmosyna rubrigularis;Lori à menton rouge;9291;;
CHARUM;Charmosyna palmarum;Lori des palmiers;9290;;
CHASEM;Charadrius semipalmatus;Pluvier semipalmé;8570;;
CHASIN;Chalcopsitta sintillata;Lori flamméché;9246;;
CHASIS;Chaetorhynchus papuensis;Drongo papou;14252;;
CHASPI;Chaetura spinicauda;Martinet spinicaude;10346;;
CHASTA;Chalcostigma stanleyi;Métallure de Stanley;10741;;
CHASTE;Chalcophaps stephani;Colombine d'Étienne;8989;;
CHASTR;Chaetornis striatus;Graminicole rayée;16044;;
CHATHO;Charadrius thoracicus;Pluvier à bandeau noir;8575;;
CHATOR;Chauna torquata;Kamichi à collier;7115;;
CHATOX;Charmosyna toxopei;Lori de Buru;9293;;
CHATRI;Charadrius tricollaris;Pluvier à triple collier;8578;;
CHATUS;Charadrius marginatus;Pluvier à front blanc;8584;;
CHAUDA;Chamaeza ruficauda;Tétéma à queue rousse;13043;;
CHAUNI;Chamaepetes unicolor;Pénélope unicolore;7805;;
CHAURE;Chlorostilbon aureoventris;Émeraude splendide;10506;;
CHAURI;Chloropsis aurifrons;Verdin à front d'or;13626;;
CHAURO;Chalybura urochrysia;Colibri à queue bronzée;10609;;
CHAVAU;Chaetura vauxi;Martinet de Vaux;10351;;
CHAVER;Charadrius veredus;Pluvier oriental;8595;;
CHAVOC;Charadrius vociferus;Pluvier kildir;8574;;
CHCEPS;Chalcostigma ruficeps;Métallure à tête rousse;10739;;
CHEALB;Chersomanes albofasciata;Alouette éperonnée;16796;;
CHEDUP;Chersophilus duponti;Sirli ricoti;16843;;
CHEJUB;Chenonetta jubata;Canard à crinière;7214;;
CHELEU;Cheramoeca leucosternus;Hirondelle à dos blanc;15595;;
CHERIO;Chelictinia riocourii;Élanion naucler;7369;;
CHETEN;Chelidoptera tenebrosa;Barbacou à croupion blanc;11228;;
CHIALB;Chionis alba;Chionis blanc;8545;;
CHIBOL;Chiroxiphia boliviana;Manakin des yungas;12412;;
CHICAU;Chiroxiphia caudata;Manakin à longue queue;12413;;
CHIDUS;Charadrius placidus;Pluvier à long bec;8571;;
CHILAN;Chiroxiphia lanceolata;Manakin lancéolé;12410;;
CHILIN;Chiroxiphia linearis;Manakin fastueux;12409;;
CHIMEL;Chilia melanura;Chilia des rochers;12715;;
CHIMIN;Chionis minor;Petit Chionis;8546;;
CHIPAR;Chiroxiphia pareola;Manakin tijé;12411;;
CHLAEA;Chlorochrysa calliparaea;Calliste oreillard;18313;;
CHLAEN;Chloroceryle aenea;Martin-pêcheur nain;10989;;
CHLALB;Chlidonias albostriatus;Guifette des galets;8802;;
CHLALI;Chlorostilbon alice;Émeraude alice;10514;;
CHLAMA;Chloroceryle amazona;Martin-pêcheur d'Amazonie;10986;;
CHLAME;Chloroceryle americana;Martin-pêcheur vert;10987;;
CHLASS;Chlorostilbon assimilis;Émeraude du Panama;10504;;
CHLBRA;Chlorostilbon bracei;Émeraude de New Providence;10508;;
CHLCAR;Chlorothraupis carmioli;Tangara olive;18172;;
CHLCER;Chlamydera cerviniventris;Jardinier à poitrine fauve;13200;;
CHLCOC;Chloropsis cochinchinensis;Verdin à tête jaune;13625;;
CHLDUS;Chlidonias hybridus;Guifette moustac;8803;;
CHLEMI;Chlorocharis emiliae;Zostérops à lunettes noires;15938;;
CHLERA;Chloephaga melanoptera;Ouette des Andes;7173;;
CHLFAL;Chlorocichla falkensteini;Bulbul de Falkenstein;15742;;
CHLGIB;Chlorostilbon gibsoni;Émeraude de Gibson;10511;;
CHLGON;Chloropsis cyanopogon;Verdin barbe-bleue;13624;;
CHLGOU;Chloebia gouldiae;Diamant de Gould;17456;;
CHLGRA;Chloropeta gracilirostris;Chloropète aquatique;16109;;
CHLGUS;Chlorostilbon mellisugus;Émeraude orvert;10505;;
CHLGUT;Chlamydera guttata;Jardinier tacheté;13196;;
CHLHAR;Chloropsis hardwickei;Verdin de Hardwick;13627;;
CHLHOL;Chloropipo holochlora;Manakin vert;12373;;
CHLIDA;Chloephaga hybrida;Ouette marine;7175;;
CHLIND;Chloroceryle inda;Martin-pêcheur bicolore;10988;;
CHLINO;Chlorospingus inornatus;Tangara du Pirré;18120;;
CHLJEF;Chlamydochaera jefferyi;Grive de Bornéo;14776;;
CHLKON;Chloridops kona;Psittirostre à gros bec;17708;;
CHLLAE;Chlorocichla laetissima;Bulbul joyeux;15744;;
CHLLAU;Chlamydera lauterbachi;Jardinier de Lauterbach;13199;;
CHLLEU;Chlidonias leucopterus;Guifette leucoptère;8804;;
CHLLEX;Chlorocichla simplex;Bulbul modeste;15740;;
CHLLIS;Chloropeta similis;Chloropète de montagne;16108;;
CHLLOR;Chloropipo unicolor;Manakin unicolore;12371;;
CHLLUS;Charadrius ruficapillus;Pluvier à tête rousse;8585;;
CHLMAC;Chlamydera maculata;Jardinier maculé;13197;;
CHLMAU;Chlorostilbon maugaeus;Émeraude de Porto Rico;10510;;
CHLMIS;Chloropipo uniformis;Manakin olive;12372;;
CHLNAT;Chloropeta natalensis;Chloropète jaune;16107;;
CHLNEA;Chlorophonia cyanea;Organiste à nuque bleue;18307;;
CHLNIG;Chlidonias niger;Guifette noire;8805;;
CHLNIT;Chlorochrysa nitidissima;Calliste multicolore;18314;;
CHLNOT;Chlorestes notatus;Colibri à menton bleu;10501;;
CHLNUC;Chlamydera nuchalis;Jardinier à nuque rose;13198;;
CHLOCC;Chlorophonia occipitalis;Organiste à calotte bleue;18309;;
CHLOLI;Chlorothraupis olivacea;Tangara à lunettes;18173;;
CHLOPH;Chlorospingus ophthalmicus;Tangara des buissons;18118;;
CHLPAL;Chloropsis palawanensis;Verdin de Palawan;13622;;
CHLPAR;Chlorospingus parvirostris;Tangara à bec court;18123;;
CHLPHO;Chlorochrysa phoenicotis;Calliste étincelant;18312;;
CHLPIC;Chloephaga picta;Ouette de Magellan;7174;;
CHLPIL;Chlorospingus pileatus;Tangara à sourcils brisés;18122;;
CHLPOL;Chloephaga poliocephala;Ouette à tête grise;7176;;
CHLPOO;Chlorostilbon poortmani;Émeraude à queue courte;10515;;
CHLPRI;Chlorocichla prigoginei;Bulbul de Prigogine;15745;;
CHLPYR;Chlorophonia pyrrhophrys;Organiste à ventre brun;18308;;
CHLRIC;Chlorostilbon ricordii;Émeraude de Ricord;10507;;
CHLRIE;Chlorornis riefferii;Tangara de Rieffer;18110;;
CHLRIS;Chlorospingus canigularis;Tangara à gorge grise;18126;;
CHLRUB;Chloephaga rubidiceps;Ouette à tête rousse;7177;;
CHLRUS;Chlorostilbon russatus;Émeraude cuivrée;10512;;
CHLRYS;Chlorophonia callophrys;Organiste à sourcils jaunes;18310;;
CHLSEM;Chlorospingus semifuscus;Tangara ombré;18121;;
CHLSON;Chloropsis sonnerati;Verdin de Sonnerat;13623;;
CHLSPE;Chlidonias;;8801;;
CHLSPI;Chlorophanes spiza;Guit-guit émeraude;18379;;
CHLSTE;Chlorostilbon stenura;Émeraude à queue étroite;10513;;
CHLSTO;Chlorothraupis stolzmanni;Tangara de Stolzmann;18174;;
CHLSWA;Chlorostilbon swainsonii;Émeraude d'Hispaniola;10509;;
CHLTAC;Chlorospingus tacarcunae;Tangara du Tacarcuna;18119;;
CHLTII;Chlorostilbon canivetii;Émeraude de Canivet;10503;;
CHLUND;Chlamydotis undulata;Outarde houbara;8387;;
CHLVEN;Chloropsis venusta;Verdin à front bleu;13628;;
CHMONG;Charadrius mongolus;Pluvier de Mongolie;8592;;
CHMONT;Charadrius montanus;Pluvier montagnard;8596;;
CHNTIS;Charmosyna placentis;Lori coquet;9297;;
CHOACU;Chordeiles acutipennis;Engoulevent minime;10174;;
CHOGRA;Chondestes grammacus;Bruant à joues marron;17845;;
CHOGUN;Chordeiles gundlachii;Engoulevent piramidig;10176;;
CHOMIN;Chordeiles minor;Engoulevent d'Amérique;10175;;
CHOPUS;Chordeiles pusillus;Engoulevent nain;10172;;
CHORUP;Chordeiles rupestris;Engoulevent sable;10173;;
CHOUNC;Chondrohierax uncinatus;Milan bec-en-croc;7344;;
CHRALT;Chrysomma altirostre;Timalie de Jerdon;16547;;
CHRAMH;Chrysolophus amherstiae;Faisan de Lady Amherst;8089;;
CHRBAS;Chrysococcyx basalis;Coucou de Horsfield;9773;;
CHRCAP;Chrysococcyx caprius;Coucou didric;9782;;
CHRCHR;Chrysothlypis chrysomelas;Tangara loriot;18156;;
CHRCRA;Chrysococcyx crassirostris;Coucou de Salvadori;9771;;
CHRCUP;Chrysococcyx cupreus;Coucou foliotocol;9781;;
CHRFES;Chrysocolaptes festivus;Pic de Goa;11635;;
CHRFLA;Chrysococcyx flavigularis;Coucou à gorge jaune;9779;;
CHRKLA;Chrysococcyx klaas;Coucou de Klaas;9780;;
CHRMAC;Chrysococcyx maculatus;Coucou émeraude;9776;;
CHRMEY;Chrysococcyx meyeri;Coucou de Meyer;9775;;
CHRMIN;Chrysococcyx minutillus;Coucou menu;9768;;
CHRMOS;Chrysolampis mosquitus;Colibri rubis-topaze;10473;;
CHROEN;Chrysuronia oenone;Saphir oenome;10546;;
CHROSC;Chrysococcyx osculans;Coucou oreillard;9778;;
CHRPIC;Chrysolophus pictus;Faisan doré;8088;;
CHRPOE;Chrysomma poecilotis;Timalie à couronne rousse;16548;;
CHRRUS;Chrysococcyx russatus;Coucou roussâtre;9769;;
CHRSAL;Chrysothlypis salmoni;Tangara rouge;18157;;
CHRSIN;Chrysomma sinense;Timalie aux yeux d'or;16546;;
CHRUFI;Chrysococcyx ruficollis;Coucou à gorge rousse;9774;;
CHRUFO;Chrysococcyx rufomerus;Coucou à joues vertes;9770;;
CHRXAN;Chrysococcyx xanthorhynchus;Coucou violet;9777;;
CHSANC;Charadrius sanctaehelenae;Pluvier de Sainte-Hélène;8576;;
CHSAND;Chasiempsis sandwichensis;Monarque élépaïo;14311;;
CHTSAG;Chthonicola sagittatus;Séricorne fléché;13510;;
CHUBUR;Chunga burmeisteri;Cariama de Burmeister;8334;;
CIALUS;Cinclus leucocephalus;Cincle à tête blanche;14582;;
CIASII;Cinclus pallasii;Cincle de Pallas;14580;;
CIATUS;Cinclodes palliatus;Cinclode à ventre blanc;12713;;
CICABD;Ciconia abdimii;Cigogne d'Abdim;7073;;
CICARI;Ciconia maguari;Cigogne maguari;7076;;
CICARQ;Cichladusa arquata;Cichladuse à collier;14989;;
CICBOY;Ciconia boyciana;Cigogne orientale;7078;;
CICCIC;Ciconia ciconia;Cigogne blanche;7077;;
CICCUS;Cicinnurus magnificus;Paradisier magnifique;14028;;
CICEPI;Ciconia episcopus;Cigogne épiscopale;7074;;
CICGUT;Cichladusa guttata;Cichladuse tachetée;14991;;
CICLHE;Cichlherminia lherminieri;Grive à pieds jaunes;14661;;
CICLUS;Cinclus cinclus;Cincle plongeur;14579;;
CICNIG;Ciconia nigra;Cigogne noire;7072;;
CICNYS;Cichlopsis leucogenys;Solitaire roux;14681;;
CICREG;Cicinnurus regius;Paradisier royal;14030;;
CICRES;Cicinnurus respublica;Paradisier républicain;14029;;
CICRUF;Cichladusa ruficauda;Cichladuse à queue rousse;14990;;
CICRYS;Cichlocolaptes leucophrys;Anabate à sourcils blancs;12901;;
CICSPE;Ciconia;;7071;;
CICSTO;Ciconia stormi;Cigogne de Storm;7075;;
CIDISC;Cisticola discolor;Cisticole à dos brun;16118;;
CIDIST;Cisticola distinctus;Cisticole de Lynes;16133;;
CIMEUM;Cinclosoma cinnamomeum;Cinclosome cannelle;13742;;
CINAJA;Cinclosoma ajax;Cinclosome ajax;13744;;
CINANT;Cinclodes antarcticus;Cinclode fuligineux;12711;;
CINATA;Cinclodes atacamensis;Cinclode à ailes blanches;12712;;
CINCOM;Cinclodes comechingonus;Cinclode gris;12702;;
CINCRU;Cincloramphus cruralis;Mégalure brune;16028;;
CINDIA;Cinclidium diana;Notodèle de la Sonde;15040;;
CINEXC;Cinclodes excelsior;Cinclode du paramo;12706;;
CINFEM;Cinnyricinclus femoralis;Spréo d'Abbott;15186;;
CINFRO;Cinclidium frontale;Notodèle à front bleu;15041;;
CINFUS;Cinclodes fuscus;Cinclode brun;12701;;
CINGUT;Cinclocerthia gutturalis;Trembleur gris;15301;;
CINMAT;Cincloramphus mathewsi;Mégalure de Mathews;16029;;
CINMEX;Cinclus mexicanus;Cincle d'Amérique;14581;;
CINNIG;Cinclodes nigrofumosus;Cinclode du ressac;12710;;
CINOLR;Cinclodes olrogi;Cinclode d'Olrog;12705;;
CINOUS;Cinclodes oustaleti;Cinclode d'Oustalet;12704;;
CINPAB;Cinclodes pabsti;Cinclode à longue queue;12703;;
CINPAT;Cinclodes patagonicus;Cinclode à ventre sombre;12708;;
CINPER;Cinnycerthia peruana;Troglodyte brun;15374;;
CINPUN;Cinclosoma punctatum;Cinclosome pointillé;13739;;
CINRUF;Cinclocerthia ruficauda;Trembleur brun;15300;;
CINSCH;Cinclus schulzi;Cincle à gorge rousse;14583;;
CINSHA;Cinnyricinclus sharpii;Spréo de Sharpe;15185;;
CINTAC;Cinclodes taczanowskii;Cinclode de Taczanowski;12709;;
CINUNI;Cinnycerthia unirufa;Troglodyte roux;15373;;
CIORAX;Cinclosoma castaneothorax;Cinclosome à poitrine cannelle;13741;;
CIOTUS;Cinclosoma castanotus;Cinclosome marron;13740;;
CIRAER;Circus aeruginosus;Busard des roseaux;7445;;
CIRANN;Ciridops anna;Ciridopse d'Anna;17732;;
CIRAPP;Circus approximans;Busard de Gould;7448;;
CIRASS;Circus assimilis;Busard tacheté;7451;;
CIRBUF;Circus buffoni;Busard de Buffon;7450;;
CIRCYA;Circus cyaneus;Busard Saint-Martin;7453;;
CIRFAS;Circaetus fasciolatus;Circaète barré;7427;;
CIRGAL;Circaetus gallicus;Circaète Jean-le-Blanc;7423;;
CIRMAC;Circus macrourus;Busard pâle;7455;;
CIRMAI;Circus maillardi;Busard de Maillard;7449;;
CIRMAU;Circus maurus;Busard maure;7452;;
CIRMEL;Circus melanoleucus;Busard tchoug;7456;;
CIRPEC;Circaetus pectoralis;Circaète à poitrine noire;7425;;
CIRPYG;Circus pygargus;Busard cendré;7457;;
CIRRAN;Circus ranivorus;Busard grenouillard;7446;;
CIRSPE;Circus;Busard sp.;7444;;
CIRSPI;Circus spilonotus;Busard d'Orient;7447;;
CISANO;Cisticola anonymus;Cisticole babillarde;16115;;
CISANS;Cisticola aberrans;Cisticole paresseuse;16123;;
CISAPO;Cistothorus apolinari;Troglodyte d'Apolinar;15377;;
CISARE;Cisticola aberdare;Cisticole des Aberdare;16142;;
CISARI;Cisticola aridulus;Cisticole du désert;16155;;
CISAYR;Cisticola ayresii;Cisticole gratte-nuage;16160;;
CISBOD;Cisticola bodessa;Cisticole des Borans;16124;;
CISBRA;Cisticola brachypterus;Cisticole à ailes courtes;16147;;
CISBRU;Cisticola brunnescens;Cisticole brune;16159;;
CISBUL;Cisticola bulliens;Cisticole murmure;16117;;
CISCAN;Cisticola cantans;Cisticole chanteuse;16113;;
CISCAR;Cisticola carruthersi;Cisticole de Carruthers;16138;;
CISCHE;Cisticola cherinus;Cisticole malgache;16154;;
CISCHU;Cisticola chubbi;Cisticole de Chubb;16119;;
CISCIN;Cisticola cinereolus;Cisticole cendrée;16126;;
CISDAM;Cisticola dambo;Cisticole dambo;16158;;
CISDOR;Cisticola dorsti;Cisticole de Dorst;16128;;
CISEMI;Cisticola emini;Cisticole pétrophile;16122;;
CISERY;Cisticola erythrops;Cisticole à face rousse;16111;;
CISFUL;Cisticola fulvicapillus;Cisticole à couronne rousse;16144;;
CISGAL;Cisticola galactotes;Cisticole roussâtre;16136;;
CISHAE;Cisticola haesitatus;Cisticole de Socotra;16153;;
CISHUN;Cisticola hunteri;Cisticole de Hunter;16120;;
CISINC;Cisticola incanus;Cisticole pâle;16151;;
CISIUS;Cisticola eximius;Cisticole à dos noir;16157;;
CISJUN;Cisticola juncidis;Cisticole des joncs;16152;;
CISLAI;Cisticola lais;Cisticole plaintive;16132;;
CISLAT;Cisticola lateralis;Cisticole siffleuse;16114;;
CISLEP;Cisticola lepe;Cisticole de Lepi;16112;;
CISLEV;Cissopis leveriana;Tangara pillurion;18108;;
CISLIS;Cisticola exilis;Cisticole à couronne dorée;16161;;
CISMEL;Cisticola melanurus;Cisticole à queue noire;16146;;
CISMER;Cistothorus meridae;Troglodyte du Mérida;15378;;
CISMON;Cisticola mongalla;Cisticole de Mongalla;16129;;
CISNAN;Cisticola nanus;Cisticole naine;16150;;
CISNAT;Cisticola natalensis;Cisticole striée;16143;;
CISNIG;Cisticola nigriloris;Cisticole masquée;16121;;
CISNJO;Cisticola njombe;Cisticole njombé;16135;;
CISPAL;Cistothorus palustris;Troglodyte des marais;15379;;
CISPIP;Cisticola pipiens;Cisticole pépiante;16137;;
CISPLA;Cistothorus platensis;Troglodyte à bec court;15376;;
CISRES;Cisticola restrictus;Cisticole du Tana;16134;;
CISROB;Cisticola robustus;Cisticole robuste;16141;;
CISSCH;Cissa chinensis;Pirolle verte;13902;;
